companies,url,platform_version_release_dates,memory,sound,connectivity,media,name,slug,resolutions,checksum,output,cpu,main_manufacturer,graphics,online,os,platform_logo,storage,id,summary
,https://www.igdb.com/platforms/sega32/version/initial-version-9ec1965f-e8d3-4f68-9872-b6eb844b01c1,"[356, 357, 358]",,,,,Initial version,initial-version-9ec1965f-e8d3-4f68-9872-b6eb844b01c1,,4ddeb0e1-9471-0ba2-24f8-579ec31f56a1,,,,,,,279.0,,61,"The 32X is an add-on for the Sega Genesis video game console. Codenamed ""Project Mars"", the 32X was designed to expand the power of the Genesis and serve as a transitional console into the 32-bit era until the release of the Sega Saturn. Independent of the Genesis, the 32X uses its own ROM cartridges and has its own library of games. The add-on was distributed under the name Super 32X in Japan, Genesis 32X in North America, Mega Drive 32X in the PAL region, and Mega 32X in Brazil."
,https://www.igdb.com/platforms/psp/version/playstation-portable-street,"[347, 348, 349, 350]",64MB eDRAM,"Mono speaker, 3.5 mm headphone jack",,Universal Media Disc,PlayStation Portable Street,playstation-portable-street,480 x 272,f6abb06c-0faf-c71e-f91f-deb34a86ff69,,MIPS R4000,,,,PlayStation Portable system software,214.0,"Memory Stick Duo, Memory Stick PRO Duo",279,The PlayStation Portable Street (PSP-E1000) is a budget-focused model of the PlayStation Portable series.
[243],https://www.igdb.com/platforms/win/version/windows-8,[256],,,,,Windows 8,windows-8,,7e3de1ff-12b0-e74f-b569-71c6255391a4,,,,,,,204.0,,15,"Windows 8 introduced major changes to the operating system's platform and user interface to improve its user experience on tablets, where Windows was now competing with mobile operating systems, including Android and iOS."
,https://www.igdb.com/platforms/ay-3-8605/version/initial-version,,,,,,Initial version,initial-version,,eb071edb-3a1f-c113-efbb-7655a35a03a6,,,,,,,,,209,
,https://www.igdb.com/platforms/c64/version/initial-version-4bf2e43a-2f5c-4e9d-83d3-34db176557e1,"[321, 322]",,,,,Initial version,initial-version-4bf2e43a-2f5c-4e9d-83d3-34db176557e1,,8cf34994-6542-f7f2-51ad-e770680a6741,,"MOS 8502, Zilog Z80, (128) MOS 6510, MOS 8500 (64)",,,,,300.0,,36,
,https://www.igdb.com/platforms/appleii/version/initial-version-071433c7-3175-44f5-9941-30ea1f42ff58,"[135, 136, 137]",,,,,Initial version,initial-version-071433c7-3175-44f5-9941-30ea1f42ff58,,3e33acb3-248b-a07f-744b-abbffe989844,,,,,,,315.0,,21,
,https://www.igdb.com/platforms/virtualboy/version/initial-version,[262],,,,,Initial version,initial-version,,66770934-c4f0-e449-dbf1-636554370b7e,,,,,,,280.0,,100,
[302],https://www.igdb.com/platforms/3ds/version/initial-version-d60d8930-94fc-497f-8e0e-92644a02ab6a,"[55, 56]","128 MB FCRAM, 6 MB VRAM",,Mitsumi Wi-fi Adapter,"Nintendo 3DS Game Card, SD/SDHC card",Initial version,initial-version-d60d8930-94fc-497f-8e0e-92644a02ab6a,800x240 LCD screen (400x240 for each eye),8b8b0c61-aaf9-4c18-3c1f-6170c332b907,,Dual-Core ARM11 MPCore,,DMP PICA200 GPU,Nintendo Network,Nintendo 3DS OS,240.0,"1GB internal flash memory, included 2 GB SD card",50,
[281],https://www.igdb.com/platforms/xboxone/version/initial-version-94fdf5b4-d4d1-40de-87ee-54f90e15c944,[14],8 GB DDR3,7.1 surround sound,"Wi-Fi IEEE 802.11n, Ethernet, 3 × USB 3.0, HDMI 1.4 in/out, S/PDIF out, IR-out, Kinect port","Blu-ray, DVD, CD",Initial version,initial-version-94fdf5b4-d4d1-40de-87ee-54f90e15c944,"4K, 1080p, 720p",c1ecde7f-8c7f-c5cd-6fbd-ad2a559706ad,HDMI,Custom 1.75 GHz AMD 8 core APU,,853 MHz AMD Radeon GCN architecture,Xbox Live,Xbox OS,226.0,500 GB internal hard drive,78,
[163],https://www.igdb.com/platforms/vc-4000/version/interton-vc-4000,[247],,,,,Interton VC 4000,interton-vc-4000,,f267ebf6-0061-ccfc-2591-56d86a1b3182,,,,,,,134.0,,196,"The rather obscure VC 4000 Video Computer, manufactured by Interton company, is regarded as the only console entirely developed in (West-)Germany. Whether or not that is true will probably remain a secret as the system's (still existing) former distributor has scrapped any documentation of the product that nearly got the company into bankruptcy. Information on the internet about the console's development history, however, is often contradictionary, inaccurate and often blatantly false. 
For instance, the most common and aggravating misconception is that the VC 4000 is ""based on"" the 1292 Advanced Programmable Video System, which supposedly was released as early as 1976! That would mean, that the technology used in the VC 4000 predates Atari's VCS by about a year and competes with Fairchild's Channel F for the title ""first 2nd generation video game system"". However, it is actually enough to compare the graphic capabilites of the two systems to realise that such information must be rubbish. So, here are some clarifying facts: 
Both, the VC 4000 and the 1292 APVS, are built around the Signetics 2650 microprocessor, which was released in late 1975. That was around the same time when Philips had bought the Signetics company and shipped the technology over to Europe. At that time Philips' subsidary Magnavox was developing a system based on the arguably more powerful Intel 8048 microprocessor - that system would later become known as the G7000 (or Odyssey² in the USA). Having one hardware product already in development, Philips decided to treat the Signetics 2650 as commercial product, targeting small-sized electronic-manufacturers, who were already swarming the market with PONG-clones. 
Considering that the VC 4000 is software-compatible (but not slot-compatible!) with the 1292 APVS, and considering that the two systems share the early half of their game library with identical game-titles implies the hypothesis that Philips sold both, the Signetics 2650 hardware and a certain number of developed ROM-software to two or three dozen companies, who developed, admittedly different, but ultimately compatible gaming systems, namely the VC 4000 and the 1292 Advanced Programmable Video System. The misconception that the 1292 APVS was released already in 1976 is probably owed to the - by now viral - misinformation that Radofin (the most prominent 1292 APVS manufacturer) released its first cosoles in 1976. These, however, were no microprocessored early wonder-machines, but plain PONG-clones. 
More evidence to support this hypothesis is provided by a Swedish TV broadcast from April 1979, when a team from SVT (Swedish broadcast company) visited the Philips-reasearch-centre in Eindhoven, Netherlands to talk about the future of video games. Throught the video the developers are seen with VC 4000 controllers, testing game prototypes which graphicly correspond with games on the VC 4000/1292 APVS and not Philips' own home console, the Videopac G7000, 
Available evidence, primarly in the form of leaflets, suggests that German manufacturer Interton was indeed the first one to hit the market with a Signetics 2650 microprocessor-based gaming system in autumn 1978: the VC 4000. Leaflets for 1292 APVS consoles by Radofin, Acetronic and other companies would only appear in 1979."
[414],https://www.igdb.com/platforms/pokemon-mini/version/initial-version,"[317, 318, 319, 320]",4096 Bytes shared with the Video unit (if it’s activated),Single channel PWM sound (square wave) with three volume levels.,,Catridges,Initial version,initial-version,96×64 1bpp,77f62430-bad0-5711-0094-af0326905e17,,"Custom Nintendo 8 Bit CPU with 16 Bit instructions running at 4 MHz, coined “MINX” by Team Pokeme",,,No,,267.0,,272,"The Pokémon mini is a handheld game console that was designed and manufactured by Nintendo and themed around the Pokémon media franchise. It is the smallest game system with interchangeable cartridges ever produced by Nintendo, weighing just under two and a half ounces (71 grams)."
,https://www.igdb.com/platforms/ay-3-8500/version/tele-ball-iii,[242],,,,,tele-ball III,tele-ball-iii,,e6dcb510-e1c0-5a3c-421e-4405bf32762d,,,,,,,129.0,,203,"The Tele-Ball III is thus very similar to the original Tele-Ball or Tele-Ball II, offering only the 4 classic pong games in black & white. As usual with MBO, the different systems are quite different cosmectically, but very close in termes of functionality. 
The dial on the front panel is used to select the different games. Then 6 switches are used to select the different game options. Two red buttons acts as Reset button and Manual Service."
[411],https://www.igdb.com/platforms/win/version/windows-10,[168],,,,,Windows 10,windows-10,,62d8ae50-15a8-2ec6-19ce-460eeab66443,,,,,,,203.0,,124,"Windows 10 (codenamed Threshold) is an operating system developed by Microsoft as part of the Windows NT family of operating systems. To encourage its adoption, Microsoft announced that during its first year of availability, Windows 10 would be made available free of charge to users of genuine copies of eligible editions of Windows 7 or Windows 8.1.

Windows 10 introduces what Microsoft described as a ""universal"" application architecture; expanding on Metro-style apps, these apps can be designed to run across multiple Microsoft product families with nearly identical code—including PCs, tablets, smartphones, embedded systems, Xbox One, Surface Hub and HoloLens. Windows 10's user interface was revised to handle transitions between a mouse-oriented interface and a touchscreen-optimized interface based on available input devices—particularly on laplets; both interfaces include an updated Start menu that comprises a design similar to Windows 7 with 8's tiles. Windows 10 also introduces Task View, a virtual desktop system, the Microsoft Edge web browser and other new or updated applications, integrated support for fingerprint and face recognition login, new security features for enterprise environments, DirectX 12 and WDDM 2.0 to improve the operating system's graphics capabilities for games."
,https://www.igdb.com/platforms/tatung-einstein/version/initial-version,,,,,,Initial version,initial-version,,5a7cdf33-8745-69ab-8b68-6d52d1b0978e,,,,,,,368.0,,220,
,https://www.igdb.com/platforms/edsac--1/version/initial-version,,,,,,Initial version,initial-version,,7d7efda6-fb15-8c4d-d1a1-ebdad49fb4fb,,,,,,,389.0,,128,
[355],https://www.igdb.com/platforms/msx/version/initial-version-f668b6cc-cc55-403c-8fcb-66eaae82d89f,[138],,,,,Initial version,initial-version-f668b6cc-cc55-403c-8fcb-66eaae82d89f,,0b70cfaf-ed15-b919-0fca-433bb7041389,,,,,,,307.0,,47,
,https://www.igdb.com/platforms/ay-3-8500/version/tele-ball-vii,[243],,,,,tele-ball VII,tele-ball-vii,,86e15070-357c-c281-cbf6-e71d37fd7f46,,,,,,,130.0,,204,"The chip included in the Tele-ball VII is dated from 1977 as the one included in the tele-ball I, II, III and IV. So maybe they made different shapes at the same time just to propose ""different products"" and to sell more."
[319],https://www.igdb.com/platforms/ngage/version/n-gage-qd,[143],,,,MMC,N-Gage QD,n-gage-qd,,66ae4b9f-debc-893b-b1f4-166d5a867553,,ARM9E,,,N-Gage Arena,Symbian OS 6.1 (Series 60),258.0,"MMC, 3.4 MB internal memory",118,
[97],https://www.igdb.com/platforms/mac/version/tiger,[153],,,,,Tiger,tiger,,d8ed4d73-2caa-0d93-ba01-ca61e80dbf24,,,,,,,93.0,,144,"Mac OS X v10.4 Tiger is the fifth major release of Mac OS X, Apple's desktop and server operating system for Mac computers. Some of the new features included a fast searching system called Spotlight, a new version of the Safari web browser, Dashboard, a new ‘Unified’ theme, and improved support for 64-bit addressing on Power Mac G5s. Tiger shocked executives at Microsoft by offering a number of features, such as fast file searching and improved graphics processing, that Microsoft had spent several years struggling to add to Windows with acceptable performance. Apple announced a transition to Intel x86 processors during Tiger's lifetime, making it the first Apple operating system to work on Apple–Intel architecture machines."
[98],https://www.igdb.com/platforms/mac/version/leopard,[154],,,,,Leopard,leopard,,35adfa95-ab64-6d15-f7fd-39af83d84fdc,,,,,,,94.0,,145,"Mac OS X Leopard (version 10.5) is the sixth major release of Mac OS X, Apple's desktop and server operating system for Macintosh computers. Leopard is the final version of Mac OS X to support the PowerPC architecture as Snow Leopard functions solely on Intel based Macs. According to Apple, Leopard contains over 300 changes and enhancements over its predecessor, Mac OS X Tiger, covering core operating system components as well as included applications and developer tools. Leopard introduces a significantly revised desktop, with a redesigned Dock, Stacks, a semitransparent menu bar, and an updated Finder that incorporates the Cover Flow visual navigation interface first seen in iTunes. Other notable features include support for writing 64-bit graphical user interface applications, an automated backup utility called Time Machine, support for Spotlight searches across multiple machines, and the inclusion of Front Row and Photo Booth, which were previously included with only some Mac models."
,https://www.igdb.com/platforms/smd/version/initial-version-19bd7841-4910-4844-b407-14cd6b55240b,"[189, 190, 191]",72kB of RAM,Stereo,,,Initial version,initial-version-19bd7841-4910-4844-b407-14cd6b55240b,,7c711fe8-3105-4b8a-e324-3d04a2677680,,16/32-bit Motorola 68000,,64 kB of video RAM,Sega Meganet (Japan),,293.0,,64,
,https://www.igdb.com/platforms/ps/version/playstation-1,"[58, 59, 60, 61]",,Stereo,,"CD-ROM Discs, Playstation game disc",PlayStation 1,playstation-1,,f94fb6cb-14b7-49a6-ad10-071009eec2fd,"S-Video, Composite","MIPS R3051 @ 33,8688 MHz",,,,,278.0,Playstation Memory Card,57,"The PlayStation (officially abbreviated as PS and commonly known as the PS1 or its codename PSX) is a home video game console developed and marketed by Sony Computer Entertainment. It was the first of the PlayStation lineup of video game consoles. As a fifth generation console, the PlayStation primarily competed with the Nintendo 64 and the Sega Saturn. The PlayStation was the first ""computer entertainment platform"" to ship over 100 million units, which it had reached nine years after its initial launch."
,https://www.igdb.com/platforms/pc-98/version/initial-version,,,,,,Initial version,initial-version,,2831c71d-bb7b-6e91-cde8-4f6067118591,,,,,,,366.0,,214,
,https://www.igdb.com/platforms/sfam/version/original-version,,,,,,Original version,original-version,,c36a8752-9e4a-915a-5a51-55212912d024,,,,,,,271.0,,67,
,https://www.igdb.com/platforms/sharp-x68000/version/initial-version,[183],"1MB ROM, 1-4 MB RAM (expandable to 12MB), 1056 KB VRAM, 16KB SRAM","Yamaha YM2151, Yamaha YM3012 & Oki MSM6258",,"5 1/4"" FDDs",Initial version,initial-version,several from 256×240 up to 1024×1024,4641aa99-c36a-1865-2dd4-bb3fd55e75bc,,Hitachi HD68HC000 10 MHz (Motorola 68000 clone),,Sharp-Hudson Custom Chipset,,Human68k ver1.0,306.0,optional SASI hard drive,159,
,https://www.igdb.com/platforms/ay-3-8500/version/tele-ball-ii,[241],,,,,tele-ball II,tele-ball-ii,,2eed6e30-4e86-67c5-acea-3f8cb5c826b7,,,,,,,128.0,,202,"This is a nice looking system from MBO, a famous electronic brand from Munich. It doesn't look at all like the other pongs. An original shape for both the unit (quite triangular in depth) and the remote controllers which are largely curved. The best part is that it has absolutely no switch, only buttons to select the different options. This system was sold in Germany as all the texts on the box are in german."
[99],https://www.igdb.com/platforms/mac/version/snow-leopard,[155],,,,,Snow Leopard,snow-leopard,,ac20de9e-6781-af12-803c-35f5c4ecc1dd,,,,,,,95.0,,146,"Mac OS X Snow Leopard (version 10.6) is the seventh major release of Mac OS X, Apple's desktop and server operating system for Macintosh computers. Unlike those of previous versions of Mac OS X, the goals of Snow Leopard were improved performance, greater efficiency and the reduction of its overall memory footprint. Much of the software in Mac OS X was extensively rewritten for this release in order to take advantage fully of modern Macintosh hardware. New programming frameworks, such as OpenCL, were created, allowing software developers to use graphics cards in their applications. This is also the first Mac OS release since System 7.1.1 that does not support Macs using PowerPC processors, as Apple now intends to focus on its current line of Intel-based products. As support for Rosetta was dropped in OS X Lion, Snow Leopard is the last version of Mac OS X that is able to run PowerPC-only applications. Snow Leopard is the last release of Mac OS X to support the 32-bit Intel Core Solo and Intel Core Duo CPUs."
,https://www.igdb.com/platforms/mobile/version/initial-version-49010d94-2573-43a2-999d-648049f79445,,,,,,Initial version,initial-version-49010d94-2573-43a2-999d-648049f79445,,343e0c59-8068-caa3-ab93-8b5c84445edd,,,,,,,,,46,
,https://www.igdb.com/platforms/acorn-electron/version/initial-version,,,,,,Initial version,initial-version,,e6837567-958c-bd33-17c9-57126c1bbd5b,,,,,,,301.0,,184,
[239],https://www.igdb.com/platforms/neogeomvs/version/initial-version-3c3779b9-d6d6-4bbf-bab6-b815fe4412ec,"[311, 312, 313]",,"Stereo up to 56KHz, 4 channels FM (4 operators + LFO) + 3 PSG + 1 noise + 7 4-bit ADPCM",,Cartridge,Initial version,initial-version-3c3779b9-d6d6-4bbf-bab6-b815fe4412ec,320x224,4d056fd9-5646-1c49-73a4-a0332815d83f,,"Main CPU processor: Motorola 68000 @ 12MHz, CPU co-processor: Zilog Z80 @ 4MHz",,,,,70.0,"Removable memory card: 68-pin, JEIDA V3 compla, cross-compatible with the AES",81,
,https://www.igdb.com/platforms/turbografx16--1/version/initial-version,"[144, 145, 146]",,,,,Initial version,initial-version,,fede3e3c-5696-c8dd-7ab7-6ac9f5b857e5,,Hudson Soft HuC6280,,,,,296.0,,99,
[318],https://www.igdb.com/platforms/ngage/version/nokia-n-gage-classic,[89],,,"HSCSD, GPRS, Bluetooth",MMC,Nokia N-Gage Classic,nokia-n-gage-classic,,9eb72d39-5dd6-385d-3e4a-0d8ec6d02c13,,ARM 920T @ 104 MHz,,,N-Gage Arena,Symbian OS 6.1 (Series 60),257.0,"MMC, 3.4 MB Internal memory",49,"The launch model of the Nokia N-Gage with its taco-shaped design came out in mid 2003. It was known to be clumsy to hold and also a big pain to insert games into because of you having to remove the back cover and battery before you could insert the game disc. Another clumsy feature was the way the microphone and speaker was situated on the edge of the phone, many described this as talking into a ''Taco phone''."
[372],https://www.igdb.com/platforms/xboxone/version/xbox-one-s-all-digital,[351],8GB DDR3 RAM,7.1 surround sound,"Gigabit Ethernet, Wi-Fi 2.4GHz and 5GHz",Digital Downloads Only,Xbox One S All-Digital,xbox-one-s-all-digital,"4K HDR video, 1080p HDR gaming",24b2cfb5-9cd1-c7a3-329f-ecaaeadc1aff,HDMI 2.0,8-core Jaguar CPU at 1.75GHz,,12 CUs (914MHz) 1.23 TF GPU,Xbox Live,Xbox OS,329.0,1TB Hard Drive,188,"""Go all digital with the Xbox One S All-Digital Edition and build a library of digital games that travels with you and is available in the cloud. Take your cloud saves on the go, and enjoy the ability to preorder and pre-install upcoming games so you’re ready to play the moment they launch."""
[409],https://www.igdb.com/platforms/android/version/marshmallow,[273],,,,,Marshmallow,marshmallow,,a2d745af-0d1e-e229-7552-31ee09324642,,,,,,,378.0,,237,Versions 6.0 – 6.0.1
[524],https://www.igdb.com/platforms/game-and-watch/version/initial-version,[541],,,,,Initial version,initial-version,,c1c7fcbc-d9dc-e41d-68ec-cf14c1430aeb,LCD screen,4-bit CPU Sharp SM5xx,,,,,531.0,,424,"The Game & Watch brand (called Tricotronic in West Germany and Austria, abbreviated as G&W) is a series of handheld electronic games developed, manufactured, released and marketed by Nintendo from 1980 to 1991. Created by game designer Gunpei Yokoi, each Game & Watch features a single game to be played on an LCD screen in addition to a clock, an alarm, or both."
,https://www.igdb.com/platforms/sg1000/version/sg-1000,[120],,,,,SG-1000,sg-1000,,778575d7-e32f-1dda-7dae-70c9f8fc5bc8,,,,,,,223.0,,91,"The SG-1000 is a home video game console manufactured by Sega and released in Japan, Australia, and other regions. It was Sega's first entry into the home video game hardware business. Introduced in 1983, the SG-1000 was released on the same day that Nintendo released the Family Computer in Japan. The SG-1000 was released in several forms, including the SC-3000 computer and the redesigned SG-1000 II released in 1984. A third iteration of the console, the Sega Mark III, was released in 1985, which provided a custom video display processor over previous iterations and served as the basis for the Master System in 1986, Sega's first internationally-released console."
[327],https://www.igdb.com/platforms/wonderswan/version/wonderswan-color,[98],,,,,WonderSwan Color,wonderswan-color,,dc3c8cfd-59f3-9f3f-6f39-69a6490f63fd,,16-bit NEC V30 MZ processor at 3.072 MHz,,,,,265.0,Built-in EEPROM and 1Kbit RAM for backing up game data,84,
,https://www.igdb.com/platforms/wiiu/version/initial-version-8d77ec4c-dc38-4fd8-a59a-5fbfcaea12ae,"[40, 41, 42]",2 GB DDR3 @ 1600MHz,"5,1 Linear PCM, Dolby Surround (Wii mode)","Wi-Fi IEEE 802.11 b/g/n. Bluetooth 4,0 and 4x USB 2,0",Wii U and Wii optical discs.,Initial version,initial-version-8d77ec4c-dc38-4fd8-a59a-5fbfcaea12ae,"480i, 480p, 720p, 1080i, 1080p",de560447-b326-113c-69a0-c6a46715f55d,"Composite, S-Video, YPbPr component, RGB SCART, D-Terminal, HDMI","1,24 GHz Tri-Core IBM PowerPC ''Espresso''",,550 MHz AMD Radeon ''Latte'',Nintendo Network,Wii U OS,239.0,"8 GB internal flash (Basic), 32 GB internal flash (Deluxe). USB mass storage device, SD/SDHC Card",73,
[109],https://www.igdb.com/platforms/odyssey--1/version/odissea-italian-export,[174],,,,,Odissea (Italian Export),odissea-italian-export,,ea40e639-b20e-72d5-8b0d-3348246ad7f1,,,,,,,,,171,Italian Export version of the Magnavox Odyssey.
[119],https://www.igdb.com/platforms/snes--1/version/super-famicom-jr-model-shvc-101,[205],128 KB,"Nintendo S-SMP 8 channels, stereo, 64 KB",,ROM cartridge,Super Famicom Jr. (Model SHVC-101),super-famicom-jr-model-shvc-101,256x224 to 512x448,6c69c75e-1e11-64fd-7e06-71e34107b35d,Composite video and stereo audio,Ricoh 5A22 @ 3.58 MHz,,,,,106.0,,177,"Redesign of the original Super Famicom
AKA Super Famicom Junior
AKA SFC Jr"
,https://www.igdb.com/platforms/hp3000/version/initial-version,,,,,,Initial version,initial-version,,bb541587-d858-1eea-897f-28254c8154b6,,,,,,,369.0,,131,
,https://www.igdb.com/platforms/cdccyber70/version/initial-version,,,,,,Initial version,initial-version,,39ef0935-96ab-8cfa-946d-f94249e954d1,,,,,,,374.0,,135,
,https://www.igdb.com/platforms/gear-vr/version/initial-version,,,,,,Initial version,initial-version,,5e8135ca-4bbf-ba6e-3d90-7611fb48ca24,,,,,,,739.0,,509,
[326],https://www.igdb.com/platforms/wonderswan/version/initial-version-65f6a9f6-778c-4532-836e-c1712835544a,[141],,,,,Initial version,initial-version-65f6a9f6-778c-4532-836e-c1712835544a,,c42fa15b-e0ff-c425-1460-75577ecd10a8,,,,,,,264.0,,76,
,https://www.igdb.com/platforms/onlive-game-system/version/initial-version,[149],,,,,Initial version,initial-version,,28ad438c-d323-500c-b808-a4000a2e9be6,,,,,,,383.0,,140,"OnLive was a Mountain View, California-based provider of cloud visualization technologies. OnLive's flagship product was its cloud gaming service, which allowed subscribers to rent or demo computer games without installing them on their device. Games were delivered to OnLive's client software as streaming video rendered by the service's servers, rather than rendered locally by the device. This setup allowed the games to run on computers and devices that would normally be unable to run them due to insufficient hardware, and also enabled other features, such as the ability for players to record and spectate gameplay. The service was available through clients for personal computers and mobile devices, as well as through smart TVs and a dedicated video game console-styled device known as the OnLive Game System. OnLive also expanded into the cloud desktop market with a sister product, OnLive Desktop—a subscription service offering a cloud-based instance of Windows Server 2008 R2 accessible via tablets.

The OnLive service received mixed reception. Critics noted that the video quality and amount of input lag varied on a game-by-game basis, and did not consider OnLive to be a complete substitute to owning games and playing them on local hardware due to these inconsistencies and other factors that prospective users may consider, such as the overall cost of the service as opposed to simply upgrading their existing computers. Critics praised the service for allowing users to demo games without the need to install them, along with its built-in spectator mode.

On April 2, 2015, it was announced that Sony Computer Entertainment had acquired OnLive's patents, and that all OnLive services would be discontinued on April 30, 2015. Sony operates PlayStation Now, a similar service built using the infrastructure of Gaikai, a former competitor to OnLive."
[102],https://www.igdb.com/platforms/mac/version/mavericks,[158],,,,,Mavericks,mavericks,,cece3695-0ed2-1eaa-be2d-253d7023fbdc,,,,,,,98.0,,149,"OS X Mavericks (version 10.9) is the tenth major release of OS X, Apple Inc.'s desktop and server operating system for Macintosh computers. It was released as a free update. The update emphasized battery life, Finder improvements, other improvements for power users, and continued iCloud integration, as well as bringing more of Apple's iOS apps to OS X. Mavericks, which was named for the surfing location in California, was the first in the series of OS X releases named for places in Apple's home state; earlier releases used the names of big cats."
[295],https://www.igdb.com/platforms/ps3/version/playstation-3-slim,"[165, 166, 167]","256 MB system, 256 MB video","Dolby Digital, DTS, DTS-HD Master Audio, Dolby TrueHD","Wi-Fi IEEE 802.11 b/g. Bluetooth 2,0 and 2x USB 2,0, Ethernet","Blu-ray, DVD, Compact Disc, Playstation Game disc, Digital distribution",Playstation 3 Slim,playstation-3-slim,"480i, 480p, 720p, 1080i, 1080p",230fa32c-1d27-0d06-f911-a243429bb192,"S-Video, RGB Scart, YPAPR, D-Terminal, HDMI","3,2 GHz Cell Broadband Engine",,550 MHz nVidia/SCEI RSX ''Reality Synthesizer'',Playstation Network,XcrossMediaBar,238.0,"120 GB, 250 GB",5,"Released in 2009 as an slimmer, quieter and re-designet version of the PS3. They also changed the font from the ''Spider-Man'' like PLAYSTATION 3 design to a more traditional Playstation look while also imprinting PS3 on the console surface instead of PLAYSTATION 3."
[172],https://www.igdb.com/platforms/winphone/version/windows-phone-8,[253],,,,,Windows Phone 8,windows-phone-8,,f74a426b-bf13-6de3-f536-a34dacc0d2ba,,,,,,,143.0,,225,"Windows Phone 8 is the second generation of the Windows Phone mobile operating system from Microsoft. Like its predecessor, it features a flat user interface based on Metro design language."
,https://www.igdb.com/platforms/thomson-mo5/version/initial-version,"[545, 546]","32 KB RAM, 16 KB VRAM",,,Floppy disk,Initial version,initial-version,,d1308f16-f5d9-d4d9-5c89-d0892d6d84fc,,Motorola 6809E @ 1 MHz,,320×200 16 colors,,BASIC 1.0,537.0,,221,"The Thomson MO5 is a home computer introduced in France in 1984 to compete against systems such as the ZX Spectrum and Commodore 64. At the same time, Thomson also released the up-market Thomson TO7/70 machine. The MO5 was not sold in vast quantities outside France and was largely discontinued in favour of the improved Thomson MO6 in 1986. MO5s were also used as educational tools in French schools for a period."
,https://www.igdb.com/platforms/nuon/version/initial-version,[192],"32MB 8-bit Fast DRAM @ 33Mhz, 512KB sound RAM and 24KB programmable ROM",,,"DVD, CD-R",Initial version,initial-version,,ee607d5c-6395-5e9c-c128-09540d0bf358,,VM labs Nuon MPE @ 333MHz,,2x 3D Media GL MPE,,,268.0,optional hardrive(up to 137GB),160,"Nuon is a technology developed by VM Labs that adds features to a DVD player. In addition to viewing DVDs, one can play 3D video games and use enhanced DVD navigational tools such as zoom and smooth scanning of DVD playback. One could also play CDs while the Nuon graphics processor generates synchronized graphics on the screen. There were plans to provide Internet access capability in the next generation of Nuon-equipped DVD players."
,https://www.igdb.com/platforms/gamegear/version/initial-version-23584cc8-ba5c-4175-86bf-4b784c45ec52,"[185, 186, 187, 188]",8kB,Texas Instruments SN76489 PSG,,Cartridges,Initial version,initial-version-23584cc8-ba5c-4175-86bf-4b784c45ec52,160x144,52ac0da3-b320-f082-05ac-11261916fd18,,Zilog Z80 @ 3.5MHz,,,,,287.0,,62,"The Game Gear is an 8-bit fourth generation handheld game console released by Sega on October 6, 1990 in Japan, in April 1991 throughout North America and Europe, and during 1992 in Australia. The Game Gear primarily competed with Nintendo's Game Boy, the Atari Lynx, and NEC's TurboExpress. It shares much of its hardware with the Master System, and can play Master System games by the use of an adapter. Sega positioned the Game Gear, which had a full-color backlit screen with a landscape format, as a technologically superior handheld to the Game Boy."
,https://www.igdb.com/platforms/playstation-vr/version/initial-version,,,,,,Initial version,initial-version,,43fe1205-613a-7c45-a17a-c0cba1a69ecf,,,,,,,161.0,,235,
[408],https://www.igdb.com/platforms/android/version/lollipop,[272],,,,,Lollipop,lollipop,,a7d30435-079f-498c-9f16-484697ef876c,,,,,,,377.0,,236,Versions 5.0 - 5.1.1
[537],https://www.igdb.com/platforms/odyssey--1/version/odyssey-export,[171],,,,,Odyssey (Export),odyssey-export,,738e9884-5e77-9f36-7264-df2b0e6fa863,,,,,,,545.0,,167,"Export version of the Magnavox Odyssey. Shipped with manual in English, German and Spanish. The games Cat & Mouse, Haunted House, Roulette, and States were replaced with Wipeout and Volleyball. The game Football was replaced with Soccer."
[539],https://www.igdb.com/platforms/odyssey--1/version/odyssey-german-export,[172],,,,,Odyssey (German Export),odyssey-german-export,,0fcbec87-b478-6db1-b33e-19c775c1680b,,,,,,,546.0,,168,German Export version of the Magnavox Odyssey. Shipped with the same games as the standard Export Version. Shipped with two German manuals. It is unknown why Magnavox exported this system to Germany at the same time as the ITT Odyssee.
,https://www.igdb.com/platforms/snes--1/version/super-nintendo-original-european-version,,,,,,Super Nintendo (original European version),super-nintendo-original-european-version,,010f76dc-7e25-1b55-c56b-194b4b82fddc,,,,,,,272.0,,95,
,https://www.igdb.com/platforms/dragon-32-slash-64/version/initial-version,,,,,,Initial version,initial-version,,7527e302-f765-5875-071d-74bc0768b6e1,,,,,,,302.0,,218,
,https://www.igdb.com/platforms/amstrad-pcw/version/initial-version,[557],256 or 512 KB,,,,Initial version,initial-version,,edd1aced-1151-70d9-4f18-85478d3a74fa,,Z80 @ 4 MHz; speed increased in later models,,,,CP/M Plus; custom GUI operating system,547.0,,219,"The Amstrad PCW series is a range of personal computers produced by British company Amstrad from 1985 to 1998, and also sold under licence in Europe as the ""Joyce"" by the German electronics company Schneider in the early years of the series' life. The PCW, short for Personal Computer Word-processor, was targeted at the wordprocessing and home office markets. When it was launched the cost of a PCW system was under 25% of the cost of almost all IBM-compatible PC systems in the UK, and as a result the machine was very popular both in the UK and in Europe, persuading many technophobes to venture into using computers."
