standalone_expansions,player_perspectives,category,cover,url,aggregated_rating,total_rating_count,alternative_names,genres,remasters,bundles,keywords,tags,expansions,age_ratings,storyline,involved_companies,name,slug,checksum,rating_count,videos,version_title,screenshots,game_modes,themes,artworks,external_games,language_supports,websites,rating,ports,franchises,game_engines,platforms,created_at,updated_at,parent_game,aggregated_rating_count,version_parent,expanded_games,game_localizations,collection,multiplayer_modes,first_release_date,remakes,similar_games,dlcs,status,total_rating,follows,hypes,release_dates,id,franchise,summary
,[1],0,122409.0,https://www.igdb.com/games/road-96,83.0,55.0,,"[9, 31, 32]",,[243799],"[1113, 1697, 2426, 3138]","[1, 27, 43, 268435465, 268435487, 268435488, 536872025, 536872609, 536873338, 536874050]",,"[46739, 52214, 91265, 117296, 125154]","Summer 1996, Today is the day!

You hit the road. Adventure. Freedom. Escape. Run. Flee the Regime. Try to survive.

On this risky road trip to the border, you’ll meet incredible characters, and discover their intertwined stories and secrets in an ever-evolving adventure.
But every mile opens up a choice to make. Your decisions will change your adventure, change the people you meet, maybe even change the world.

There are thousands of roads across the authoritarian nation of Petria.
Which one will you take?","[184130, 184131]",Road 96,road-96,daceb1ef-03ae-aba6-89bd-0a2bc735b280,46.0,"[43580, 47896, 50642, 52260]",,"[413504, 413505, 413506, 413507, 413508, 413509, 413510, 413511]",[1],"[1, 27, 43]",[12328],"[2032805, 2075807, 2077338, 2079012, 2080642, 2080649, 2084407, 2088387, 2118593, 2254886, 2254893, 2254909, 2271022, 2271039, 2271041, 2271089, 2280240, 2280242, 2416817, 2434131, 2439292, 2443885, 2443891, 2443930, 2443949, 2450005, 2453835, 2581933, 2585844, 2591197, 2599720, 2602541, 2625720, 2631621, 2631638]","[71282, 71283, 71284, 71285, 71286, 71287, 71288, 71289, 71290, 71291, 71292, 71293, 71294, 71295, 71296, 71297, 71298, 71299, 71300, 71301, 71302, 71303, 71304, 156903, 156905, 156907, 504309]","[163397, 163398, 163399, 185644, 185645, 197513, 222114, 293064, 505093, 523632, 523633]",74.63866088567985,,,[13],"[6, 48, 49, 130, 167, 169]",1607651111,1688753547,,9.0,,,,8572.0,,1629072000.0,,"[18011, 20342, 24426, 25646, 26223, 28070, 55190, 77529, 80916, 81275]",,,78.81933044283993,7.0,4.0,"[299071, 299072, 344929, 344930, 344931, 344932]",141543,,"Road 96 is a crazy, beautiful road-trip. The discovery of exciting places, and unusual people on your own personal journey to freedom. An ever-evolving story-driven adventure inspired by Tarantino, The Coen Brothers, and Bong Joon-ho. Moments of action, exploration, contemplative melancholy, human encounters and wacky situations. Set against a backdrop of authoritarian rule and oppression. A stunning visual style, a soundtrack filled with 90s hits, and a thousand routes through the game combine so each player can create their own unique stories on Road 96."
,[2],0,77077.0,https://www.igdb.com/games/batman-arkham-knight,91.8125,1117.0,"[101204, 101409, 102003]","[25, 31]",,"[28251, 41611, 41640, 52440, 254329]","[22, 132, 164, 215, 1032, 1033, 1158, 1293, 1358, 1403, 1459, 1494, 1669, 1821, 1971, 2071, 2242, 2387, 3540, 4004, 4135, 4138, 4142, 4150, 4245, 4276, 4297, 4353, 4359, 4396, 4473, 4541, 4805, 4852, 4897, 4903, 4927, 5315, 5323, 5342, 5343, 5599, 6066, 6197, 6214, 6471, 6711, 7335, 7351, 7352]","[1, 20, 23, 38, 268435481, 268435487, 536870934, 536871044, 536871076, 536871127, 536871944, 536871945, 536872070, 536872205, 536872270, 536872315, 536872371, 536872406, 536872581, 536872733, 536872883, 536872983, 536873154, 536873299, 536874452, 536874916, 536875047, 536875050, 536875054, 536875062, 536875157, 536875188, 536875209, 536875265, 536875271, 536875308, 536875385, 536875453, 536875717, 536875764, 536875809, 536875815, 536875839, 536876227, 536876235, 536876254, 536876255, 536876511, 536876978, 536877109, 536877126, 536877383, 536877623, 536878247, 536878263, 536878264]",[15531],"[11621, 32228, 94093, 124375, 125474]","In the explosive finale to the Arkham series, Batman faces the ultimate threat against the city he is sworn to protect. The Scarecrow returns to unite an impressive roster of supervillains, including Penguin, Two-Face, Harley Quinn, Firefly, Poison Ivy, and Riddler to destroy The Dark Knight forever. The most intriguing member of this alliance, however, is the deadly and enigmatic Arkham Knight.","[65727, 65728, 70442]",Batman: Arkham Knight,batman-arkham-knight,8566dc98-c557-81bf-e5a5-2089230db35f,1096.0,"[20789, 22425, 22426, 22427, 22428, 22429, 22430]",,"[214456, 214457, 214458, 214459, 214460, 214461, 214462, 214463, 214464, 214465, 214466, 214467]",[1],"[1, 20, 23, 38]","[744, 745, 746, 747, 748, 749, 750, 7311]","[13146, 55067, 78940, 81467, 95176, 95177, 95178, 95179, 115492, 189132, 210321, 247090, 401012, 1237067, 1928702, 1929415, 1929952, 1934789, 1936109, 1937040, 1937179, 1937391, 1937411, 1937857, 1937947, 2071050, 2084934, 2086601, 2088123, 2088146, 2172299, 2220735, 2564958, 2581465, 2585596, 2588897, 2607513, 2627316, 2698115, 2698121]","[2406, 2407, 2408, 2409, 2410, 2411, 2412, 2413, 2414, 2415, 2416, 2417, 2418, 2419, 2420, 2421, 2422, 2423, 2424, 2425, 2426, 2427, 2428, 2429, 163764, 163767, 163770]","[17471, 48097, 120152, 151432, 151434, 151435, 151436, 151437, 151438, 151439, 161939, 334292]",85.14128727073944,,"[5, 44]",[6],"[6, 48, 49]",1393979478,1688753547,,21.0,,,"[727, 3972]",68.0,[7526],1435017600.0,,"[500, 501, 1121, 2003, 3025, 4755, 7323, 7344, 7689, 19441]","[15519, 15523, 15529, 15530, 25975, 26031, 26034]",,88.47689363536972,444.0,84.0,"[154173, 154174, 159242]",5503,5.0,"Batman: Arkham Knight brings the award-winning Arkham trilogy from Rocksteady Studios to its epic conclusion. Developed exclusively for New-Gen platforms, Batman: Arkham Knight introduces Rocksteady's uniquely designed version of the Batmobile. The highly anticipated addition of this legendary vehicle, combined with the acclaimed gameplay of the Arkham series, offers gamers the ultimate and complete Batman experience as they tear through the streets and soar across the skyline of the entirety of Gotham City. In this explosive finale, Batman faces the ultimate threat against the city that he is sworn to protect, as Scarecrow returns to unite the super criminals of Gotham and destroy the Batman forever."
,[4],0,110828.0,https://www.igdb.com/games/one-punch-man-a-hero-nobody-knows,52.8,8.0,"[37704, 37705]","[4, 25]",,,"[78, 2648, 2730, 3126, 3623]","[1, 18, 268435460, 268435481, 536870990, 536873560, 536873642, 536874038, 536874535]",,"[26969, 27430, 91262, 92758, 125837, 125838]",,"[80512, 80513, 80514, 80515]",One Punch Man: A Hero Nobody Knows,one-punch-man-a-hero-nobody-knows,8c2895f9-ac47-fc6c-f94b-9cb9338b455e,3.0,"[28377, 31316, 33483]",,"[322174, 322175, 322176]","[1, 2]","[1, 18]",[9279],"[1754899, 1776121, 1848535, 1914740, 1929700, 1933737, 1934415, 1935158, 1937269, 1937657, 2083114, 2085940, 2086382, 2087959, 2088883, 2175241, 2583699, 2585329, 2588526, 2591201]","[62904, 62905, 62906, 62907, 62908, 62909, 62910, 62911, 62912, 62913, 62914, 62915, 62916, 62917, 62918, 62919, 62920, 62921, 62922, 62923, 62924, 62925, 206345, 206346, 206351, 206353]","[124753, 126798, 130777, 389199]",50.0,,[1464],,"[6, 48, 49]",1561484732,1688753524,,5.0,,,[12034],,[10312],1582761600.0,,"[4052, 14704, 36732, 76428, 76852, 89550, 103288, 103369, 114009, 115283]","[134062, 134063, 134064, 134065]",,51.4,,1.0,"[180128, 180129, 407936]",120175,,"The first ever console game based on One Punch Man is coming to PS4, X1, and PC! Get ready to play 3v3 battles as Saitama, Genos, Hellish Blizzard, Speed-o'-Sound Sonic, Mumen Rider and more in One Punch Man: A hero nobody knows!

Can you take down your foes with a single punch?"
,[3],3,85397.0,https://www.igdb.com/games/planescape-torment-and-icewind-dale-enhanced-editions,,,[81363],"[12, 31]",,,[960],"[17, 43, 268435468, 268435487, 536871872]",,"[38067, 114375, 114376, 114377, 136636]",,[116408],Planescape: Torment & Icewind Dale: Enhanced Editions,planescape-torment-and-icewind-dale-enhanced-editions,b9a3b68c-4104-a927-57e5-0daab5cff498,,,,"[416794, 416795, 416796, 416797]",[1],"[17, 43]",[12740],"[1747928, 1757066, 1806844, 2086742, 2088973, 2174723, 2639829, 2694961, 2717899]","[500672, 500674, 500676, 500677, 500680, 500688, 500689]",,,,[43],,"[48, 49, 130]",1571822566,1688753488,,,,,,,,1571011200.0,,"[17548, 27092, 55199, 81249, 96217, 103303, 106987, 113360, 115653, 116530]",,,,,,"[177949, 177950, 177951, 339045]",125019,,The enhanced editions of two classic role-playing games together in one package.
,[2],0,90198.0,https://www.igdb.com/games/firefighting-simulator,,,"[53324, 53347]","[13, 15]",,,,"[1, 268435469, 268435471, 536872060]",,"[110231, 119069, 119092]",,"[91374, 91375]",Firefighting Simulator,firefighting-simulator,b896187c-a717-ac49-4b92-77ac40eb1341,,,,"[122288, 122289, 122290, 122291, 122292]","[1, 2]",[1],[31658],"[184474, 185612, 1906314, 2627473, 2629556, 2630336, 2659921, 2660515]","[471759, 471760, 471761, 471762, 471763, 471764, 471765, 471766, 471767, 471768, 471769, 471770, 471771, 471772, 611624, 611625, 611626, 611627, 611628, 611629, 611630, 611631, 611632, 611633, 611634, 611635, 611636]","[56064, 56065, 380990]",,,,,[6],1504250356,1688753482,,,,,,,,1605571200.0,,"[17613, 18623, 25311, 29173, 36346, 36553, 55590, 65827, 107218, 112754]",,,,1.0,1.0,[219483],55630,,Experience firsthand the daily challenges of an American first responder in Firefighting Simulator. Play out the gripping rescue missions of an US-American fire department unit - either alone as a single-player or together with others in the multiplayer mode.
,[2],8,135934.0,https://www.igdb.com/games/crash-team-racing-nitro-fueled,82.33333333333333,76.0,"[56146, 56147, 109898]","[10, 33]",,"[136027, 136126, 163177, 218970]","[114, 2097, 3486, 4266, 4400, 4544, 4897, 6765, 7357, 17492, 17940]","[1, 17, 27, 40, 268435466, 268435489, 536871026, 536873009, 536874398, 536875178, 536875312, 536875456, 536875809, 536877677, 536878269, 536888404, 536888852]",,"[25556, 57558, 90633, 92673, 129068, 129069]",,"[72033, 130631, 130632]",Crash Team Racing Nitro-Fueled,crash-team-racing-nitro-fueled,b97b4af4-fe90-e713-a40a-6808a733027d,63.0,"[23601, 25786]",,"[268575, 268576, 268577, 268578, 283312, 283313, 283314]","[1, 2, 3, 4]","[1, 17, 27, 40]",[6827],"[637063, 1685623, 1685656, 1744298, 1865398, 1865477, 1865520, 1865542, 1865577, 1865589, 1865641, 1865655, 1865715, 1865737, 1865767, 1865809, 1912393, 1929641, 1931286, 1931675, 1935341, 1937723, 1937949, 2082646, 2084861, 2085079, 2086334, 2087877, 2175889, 2585443, 2589343, 2590106, 2597586]","[159523, 159524, 159525, 159526, 159527, 159528, 159529, 159530, 159531, 159532, 159533, 159534, 159535, 159536, 159537, 159538, 159539, 159540, 159541, 159542, 159543, 159544, 159545, 159546, 159547, 159548, 159549, 159550, 159551, 159552, 498751]","[95241, 95242, 95360, 95361, 108227, 386937]",85.8288667926739,,[1351],,"[48, 49, 130]",1544151750,1688753442,1192.0,13.0,,,[1140],6048.0,,1561075200.0,,"[19164, 54775, 55199, 87673, 96217, 103369, 105011, 106987, 110503, 120287]",,,84.08110006300362,22.0,9.0,"[161945, 161946, 161947]",113113,,"Crash Team Racing Nitro-Fueled is a kart racing game developed by Beenox and published by Activision. It is a remaster of Crash Team Racing, which was originally developed by Naughty Dog for the PlayStation."
,[2],0,157584.0,https://www.igdb.com/games/demon-slayer-kimetsu-no-yaiba-the-hinokami-chronicles,73.33333333333333,13.0,"[66333, 66334, 66335, 66894, 77333, 86954, 86955, 127218]","[4, 31]",,,[4141],"[1, 268435460, 268435487, 536875053]",,"[55940, 69550, 89400, 93055, 108887, 126283]",,"[140195, 140196, 140197]",Demon Slayer: Kimetsu no Yaiba - The Hinokami Chronicles,demon-slayer-kimetsu-no-yaiba-the-hinokami-chronicles,11cd63d6-5324-99de-f9d2-20cedae4c4f3,9.0,"[51986, 53809]",,"[551458, 551459, 551460, 551461, 551462, 551463]","[1, 2]",[1],[53559],"[2062836, 2062865, 2063053, 2063118, 2063155, 2064433, 2064468, 2064490, 2064541, 2064546, 2064552, 2064558, 2064582, 2064615, 2071880, 2071910, 2071977, 2072004, 2072063, 2085059, 2085229, 2085375, 2085385, 2087136, 2120076, 2124920, 2167673, 2167674, 2170804, 2175588, 2181772, 2220698, 2241783, 2241808, 2241809, 2280294, 2436423, 2440405, 2442054, 2586421, 2586796, 2588994, 2589585, 2590891, 2600747, 2658294]","[136154, 136155, 136156, 136157, 136158, 136159, 136160, 136161, 505891, 517769, 584409, 584410, 584411, 584412, 584413, 584414, 584415, 584416, 584417, 584418]","[188509, 188510, 203988, 247020, 460167]",69.8255342368525,,[1757],,"[6, 48, 49, 130, 167, 169]",1624279226,1688753383,,4.0,,,"[872, 15148]",,,1634169600.0,,"[55199, 87622, 89550, 96217, 101608, 103292, 103369, 106987, 111130, 114145]","[209695, 213410]",,71.57943378509292,4.0,2.0,"[293738, 293739, 293740, 293741, 293742, 293743, 343194, 343557, 345853]",153054,,"Become the blade that destroys demons!

In Solo Mode, follow Tanjiro through the story from the Demon Slayer: Kimetsu no Yaibaanime as he faces demons in order to turn his sister Nezuko, who has become a demon, back into a human.

In Versus Mode, characters from the anime, including Tanjiro and Nezuko, can be freely matched against each another in a one-versus-one setting with up to two players online or offline! Enjoy this simple but exhilarating battle system, and become the greatest demon slayer you can!"
,[1],0,88879.0,https://www.igdb.com/games/call-of-duty-black-ops-ii,78.47058823529412,663.0,"[32578, 32585, 69062, 69063, 69064, 69065, 69066, 108959]",[5],,"[136028, 136183]","[1, 5, 8, 25, 70, 129, 453, 524, 562, 563, 574, 623, 660, 1293, 1313, 1333, 1403, 1463, 1471, 1494, 1821, 1935, 2141, 2543, 2746, 2841, 3433, 3831, 3988, 4004, 4134, 4150, 4210, 4245, 4259, 4282, 4284, 4287, 4353, 4359, 4484, 4510, 4523, 4544, 4580, 4681, 4711, 4717, 4730, 4855, 4869, 4890, 4897, 4901, 4909, 4918, 4927, 4930, 4931, 4932, 4933, 5029, 5142, 5194, 5300, 5307, 5311, 5323, 5481, 5560, 5584, 5633, 5656, 5691, 5783, 5789, 5790, 5850, 5885, 5909, 5941, 5959, 5987, 6036, 6049, 6075, 6137, 6145, 6197, 6201, 6461, 6502, 7104, 7106, 7113, 7294, 7386, 7410, 7503, 9071, 9877, 9989, 10592, 10919, 11396, 11414, 16716, 18567, 23933]","[1, 18, 39, 268435461, 536870913, 536870917, 536870920, 536870937, 536870982, 536871041, 536871365, 536871436, 536871474, 536871475, 536871486, 536871535, 536871572, 536872205, 536872225, 536872245, 536872315, 536872375, 536872383, 536872406, 536872733, 536872847, 536873053, 536873455, 536873658, 536873753, 536874345, 536874743, 536874900, 536874916, 536875046, 536875062, 536875122, 536875157, 536875171, 536875194, 536875196, 536875199, 536875265, 536875271, 536875396, 536875422, 536875435, 536875456, 536875492, 536875593, 536875623, 536875629, 536875642, 536875767, 536875781, 536875802, 536875809, 536875813, 536875821, 536875830, 536875839, 536875842, 536875843, 536875844, 536875845, 536875941, 536876054, 536876106, 536876212, 536876219, 536876223, 536876235, 536876393, 536876472, 536876496, 536876545, 536876568, 536876603, 536876695, 536876701, 536876702, 536876762, 536876797, 536876821, 536876853, 536876871, 536876899, 536876948, 536876961, 536876987, 536877049, 536877057, 536877109, 536877113, 536877373, 536877414, 536878016, 536878018, 536878025, 536878206, 536878298, 536878322, 536878415, 536879983, 536880789, 536880901, 536881504, 536881831, 536882308, 536882326, 536887628, 536889479, 536894845]",,"[12298, 32932, 93478, 96285, 96511]","In Cold War-era Nevada, a team of CDC operatives investigate a nuclear testing site known as ""Nuketown"", where they are attacked by zombies. Dr. Edward Richtofen is heard via a television, carrying out his scheme on the Moon. Richtofen seizes control of the zombies by entering the Aether, but Dr. Ludvig Maxis works with his daughter Samantha and Richtofen's former allies, Tank Dempsey, Nikolai Belinski, and Takeo Masakai to thwart him. To this end, Maxis launches three massive nuclear missiles filled with Element 115, the element responsible for the reanimation of dead cells, at the Earth, destroying it. One missile completely destroys Nuketown and all present.
Years later, Earth has been reduced to a crumbling, hellish wasteland overrun by zombies. In this new world, four survivors - Samuel J. Stuhlinger, Abigail ""Misty"" Briarton, Marlton Johnson, and Russman - have banded together to survive in Washington with the help of a bus driven by a robotic driver. The four are contacted by Maxis, now an digitally-rendered A.I., who is seeking humanity's aid against Richtofen. Maxis implores them to power up a tower in a cornfield using an electricity-based zombie. However, Richtofen contacts Samuel, who is able to hear voices from the Aether, and commands him to convince his friends to power up the tower in his favor. The player may choose to follow either Maxis or Richtofen's orders. It is revealed in audio transmissions that survivors from all over the world have been contacted by both Maxis and Richtofen, though there is widespread conflict between the followers of both Germans; particularly in a settlement known as Jackass Flats, which was initially a safe haven, only to fall to the zombies when the Maxis-Richtofen conflict consumed it.
Regardless of who they choose to aid, the four are teleported to a crumbling skyline in Shanghai, China. Here, Richtofen commands Samuel to ""mend the rift"" and accept his fate as a follower of Richtofen, threatening to expose his past as a member of a cannibalistic cult known as The Flesh, who eat zombie flesh to survive. Richtofen continuously revives the group whenever they fall to the zombies until they follow his orders. Maxis, who is no longer hampered by electric devices, contacts the group again for aid. The four learn through televisions scattered across the area of the Flesh, as well as the beginnings of a new airborne plague of Element 115, the element that reanimates dead cells and causes zombies.
Following their battles in Shanghai, Russman leads the group across the continents to a large hole in the ground known as ""the Rift"" in Africa, hoping to find answers about the unseen forces commanding them. Maxis and Richtofen contact them once again, more desperate than ever to achieve their goals. Both of them ask the group to power up the third and final tower in their favor. Maxis promises to heal the Earth, and Richtofen promises to save them from Maxis. The four gain a new ally in the form of a mute, unnamed giant in a western town built underground, and are hampered by a ghostly woman in a massive mansion. Depending on who the player has aided in the story, there are two possible endings. If the player has aided Richtofen, he will gain unlimited power over the Aether and the Earth, kill Maxis and condemn Samantha Maxis' soul to eternal damnation. He will then enter the body of Samuel as a reward for his aid, but finds he cannot exit it, and is at the mercy of the zombies as he was before. If the player has aided Maxis, he uses the power from the towers to enter the Aether and assume ultimate control, trapping Richtofen in a zombie's body. However, the Earth begins shaking, and Maxis explains to the four that he is beginning the process of the destruction of the Earth and humanity to reach Agartha, where he believes Samantha is.
Unbeknownst to all, Samantha is indeed in Agartha (which her father ultimately fails to enter) but reaches out to her father in 1918 France during World War I. Maxis is a leader of Group 935, who operate to secure Germany's victory in the war. To this end, they have created towering mechanical robots, suits of armor, and staffs that control the powers of the elements. Group 935 also stumbles upon an ancient tomb believed to be of Vrill origin, but this unleashes the first known zombie outbreak in history. Aiming to stop Germany, Japan, Russia and the United States of America send Takeo, Nikolai and Dempsey to capture Richtofen, the mastermind behind the advanced technology. By this time, Group 935's operatives have been wiped out, and Maxis himself was lobotomized when he began to turn into a zombie. The group put aside their nationalities to fight the undead, and are contacted by Samantha, begging to be freed from Agartha. Richtofen puts Maxis' brain in a flying drone, and he joins the fight against the zombies and to free Samantha. The group is eventually successful, and while Maxis meets his daughter, they enter Agartha to be rewarded. A cutscene is played of Samantha with a boy named Eddie, playing with toys of the characters who have appeared in the Zombies game mode throughout all three games. Air raid sirens are heard and the two children retreat to the basement with Maxis, with Samantha noting her father has a plan to make their games real. It is ambiguous as to whether the events of the game mode have actually occurred or has all along been simply in Samantha's imagination.","[19979, 19980, 19981]",Call of Duty: Black Ops II,call-of-duty-black-ops-ii,a4465c83-a3a1-f8f3-591d-18fb053d9dc4,644.0,[790],,"[1256, 1257, 1258, 1259, 1260, 154188, 154189, 154190, 154191, 154192, 154193, 154194]","[1, 2, 3, 4]","[1, 18, 39]",[26784],"[13277, 74144, 74145, 74146, 74299, 79137, 122502, 189125, 213310, 216651, 245195, 321541, 402455, 1304921, 1928804, 1929537, 1929663, 1930589, 1931640, 1932093, 1932359, 1935661, 1935814, 1937558, 1938485, 2162684, 2589099, 2589249, 2609319]","[233707, 233709, 233711, 233712, 233713, 233714, 233715, 233716, 233717, 233718]","[21448, 21836, 79643, 261420, 261421, 261422, 261423, 261424, 261425, 261426, 332467]",73.17235903417374,[21865],[726],[123],"[6, 9, 12, 41]",1340494990,1688753370,,19.0,,,"[3076, 25734]",1956.0,[13358],1352678400.0,,"[343, 545, 564, 622, 960, 979, 1006, 2031, 2033, 5647]","[20153, 20154, 20854, 21686]",,75.82147363473393,186.0,,"[68706, 68707, 68708, 68711, 138106, 138107]",1122,,Black Ops II is the first game in the Call of Duty franchise to feature future warfare technology and the first to present branching storylines driven by player choice as well as selecting weapons before starting story mode missions.
,,0,88146.0,https://www.igdb.com/games/deadliest-catch-the-game,,0.0,,"[13, 15, 31, 32, 33]",,,,"[1, 268435469, 268435471, 268435487, 268435488, 268435489]",,"[143585, 143979, 144468, 144495, 144496, 144497, 144498, 144499]",,"[215021, 215022]",Deadliest Catch: The Game,deadliest-catch-the-game,793878fe-f872-6ca8-11be-cc2ba216d6db,0.0,,,"[272666, 272667, 272668, 272669, 272670]",[1],[1],[34558],"[1605537, 1683326, 1743952, 1912611, 2717678, 2717692, 2717708]","[522291, 522292, 522295, 522298, 522300, 522302, 522304, 522306, 522308, 522311, 522313, 522315, 522317, 522319, 522320, 522321, 522322, 522323, 522324, 522325, 522326, 718957, 718958]","[96832, 123495, 387146]",50.0,,,,"[6, 49, 130]",1540190776,1688753367,,,,,,,,1573689600.0,,"[25311, 26574, 28277, 35371, 35994, 36553, 65827, 79134, 109339, 111130]",,4.0,50.0,,,"[184175, 486103, 486926]",111232,,"Enter the dangerous world of king crab fishing in the deadly Bering Sea! Take command of your own fishing vessel, use realistic equipment, combat hazardous Alaskan waters and become the world's best crab catcher!"
,,0,227481.0,https://www.igdb.com/games/the-callisto-protocol-digital-deluxe-edition,,,,[5],,,,"[19, 268435461]",,"[106531, 106536, 117703]",,,The Callisto Protocol: Digital Deluxe Edition,the-callisto-protocol-digital-deluxe-edition,f13dc460-d598-4e7a-3dc5-507a17e3c79e,,,Digital Deluxe Edition,,[1],[19],[78726],"[2449371, 2624302, 2636912, 2660049, 2660074]",,"[290324, 290325, 290326, 290327, 290328, 290329]",,,,,[169],1655296560,1688753340,,,141538.0,,,,,1669939200.0,,"[520, 58095, 182677, 182913, 183082, 184094, 185999, 213764, 239558, 240075]",,,,,,[429545],205001,,"Pre-purchase now to get the following digital content:
- Retro Prisoner Character & Weapons Skin
- Season Pass

Survive to escape the horrors of Callisto and uncover the dark secrets of Jupiter's dead moon."
,,0,281922.0,https://www.igdb.com/games/puzzle-by-nikoli-w-heyawake,,,,,,,,,,"[113413, 113414, 113415, 113416]",,,Puzzle by Nikoli W Heyawake,puzzle-by-nikoli-w-heyawake,2161e305-764f-84da-87de-bbf18ad5a4c2,,,,"[954189, 954190, 954191, 954192, 954193, 954194]",[1],,[96133],"[2637293, 2637620, 2654504, 2660163, 2660253]",,,,,,,[49],1673466578,1688753305,,,,,[24292],,,1673395200.0,,,,,,,,[437191],230827,,"This is a progressive puzzle which you can comfortably enjoy working out using logic. ""Heyawake"" is a puzzle in which you fill in the spaces according to the rules. It's called ""heyawake"" (""split rooms"") because the face of the board is divided into rooms. This puzzle first appeared in 1992, but a plethora of solutions have been developed, allowing for a very progressive puzzle. Each time you discover a new strategic move, your skills of solution will improve."
,[2],0,74083.0,https://www.igdb.com/games/dragon-pinball,,,[111449],"[13, 30, 33]",,,,"[32, 35, 40, 268435469, 268435486, 268435489]",,"[39005, 98010, 130652, 130654, 130655, 130657, 130658]",,"[78424, 170284]",Dragon Pinball,dragon-pinball,c87f5c05-5ed0-c3d2-f99b-4413a0fcc12d,,[87552],,"[305592, 305593, 305594, 305595, 305596]",[1],"[32, 35, 40]",[13952],"[1719813, 1775650, 1914309, 2259396, 2597470, 2627452, 2675838, 2686375, 2686391, 2708348]","[497938, 512126, 636003, 636004]","[106783, 106919, 388790, 531790]",,,,,"[48, 49, 130, 167, 169]",1556814706,1688753258,,,,,[11825],,,1557446400.0,,"[27378, 38967, 87017, 87029, 103218, 103341, 108759, 112078, 129804, 149292]",,,,,,"[169236, 348191, 462587, 462589]",117938,,"The most entertaining Pinball is back! Enjoy Dragon Pinball, a perfect reproduction of a real pinball machine, with all the graphic details and sounds.

Discover all the secrets, complete all the missions and become number 1 in the world or the best among your Friends, posting your high score on the online leaderboard."
,,10,,https://www.igdb.com/games/cometstriker-dx,,,,,,,,,,[122416],,,CometStriker DX,cometstriker-dx,2e72e30b-07d3-29ec-eae6-d56442810aba,,,,,,,,"[2675951, 2676017, 2676744]",,,,,,,,1676676722,1688753208,55766.0,,,,,,,,,,,,,,,,238813,,
,[2],0,213974.0,https://www.igdb.com/games/the-dark-pictures-anthology-the-devil-in-me,74.4,23.0,[98851],[31],,"[208736, 225775]",[840],"[19, 20, 21, 268435487, 536871752]",,"[83892, 104033, 111226, 119244, 126447]","A group of documentary filmmakers receive a mysterious invite to a replica of the 'Murder Castle' of H.H. Holmes, America's first serial killer. They soon discover that they're being watched, and there is much more at stake than their viewing figures...","[154968, 166694]",The Dark Pictures Anthology: The Devil in Me,the-dark-pictures-anthology-the-devil-in-me,6b0a6e56-19b2-f8d9-98ff-8f80d0a7380a,15.0,"[71539, 71540, 73742, 78882]",,"[863824, 863825, 863826, 863827, 863828, 863829, 863830]","[1, 3]","[19, 20, 21]",[56906],"[2163007, 2517276, 2517306, 2517320, 2517321, 2517392, 2517454, 2517468, 2517485, 2517518, 2519133, 2519247, 2519260, 2519314, 2519350, 2520805, 2520820, 2521782, 2521829, 2521861, 2523948, 2529082, 2529152, 2529170, 2533069, 2533186, 2582414, 2622232, 2627599, 2627656, 2627674, 2629778, 2629823, 2635436, 2635602, 2635607, 2635608, 2636094, 2636095, 2682063]","[102035, 102036, 102037, 102038, 102039, 102040, 102041, 102042, 102043, 102044, 102045, 102046, 102047, 102048, 102049, 102050, 102051, 102052, 102053, 102054, 102055, 102056, 102057, 102058, 102059, 102060, 229914, 229915, 229916, 229920, 229921]","[240144, 296048, 474762, 516419, 516420, 516421, 516422, 516423, 530094]",68.88003772335908,,,,"[6, 48, 49, 167, 169]",1635541196,1688753193,,8.0,,,[289],5489.0,,1668729600.0,,"[13189, 25646, 26658, 27266, 55047, 55282, 109550, 111130, 119298, 120201]",,,71.64001886167955,3.0,3.0,"[383055, 383056, 383057, 383058, 383059]",178361,,"Step into the anthology's most bloodcurdling story yet, where each of your choices once again determines who lives and who dies. Watch in horror as your unfortunate crew falls prey to a twisted host who is observing their every move.

We hope you enjoy your stay..."
,,0,170794.0,https://www.igdb.com/games/megalan-11,,,[63245],"[9, 31]",,,,"[35, 268435465, 268435487]",,"[102565, 103781, 106414, 111038, 126285]",,[195672],Megalan 11,megalan-11,ef62bbf1-f761-0ac5-14b1-d18b264a873f,,,,"[453553, 453554, 453555, 453556, 453557, 453558]",[1],[35],[20106],"[1861300, 1951210, 2628298, 2628317, 2628567, 2629554, 2632078, 2632087, 2632099, 2632100, 2632128, 2632143, 2658916]","[223928, 223929, 223930, 223931, 342364, 342365, 342366, 342367, 342368, 342369]","[189224, 408672]",,,,,"[6, 48, 130, 167, 169]",1588593214,1688753114,,,,,,,,1589673600.0,,"[19241, 25222, 25646, 26223, 27266, 27725, 81275, 89132, 106992, 109129]",,,,,,"[427249, 427250, 428501, 429348, 429349]",133101,,This is a exploration-puzzle game. Explore the science station and help the bad luck rescuers get out from the forgotten planet in 11 days.
